conversation_id,scenario,layer,curvature_min,curvature_nar,curvature_soc,curvature_mor,curvature_pos,curvature_total,model,ablation_type,param_value
T0/test/23,T0,0,6.617949485778809,3.8611879348754883,7.5237345695495605,5.369019031524658,6.155455589294434,13.491797819802711,gpt2,layer_count,3
T0/test/24,T0,0,6.617949485778809,3.8611879348754883,7.5237345695495605,5.369019031524658,6.155455589294434,13.491797819802711,gpt2,layer_count,3
T0/test/25,T0,0,6.980387210845947,4.316053867340088,7.919447898864746,4.903999328613281,5.729836940765381,13.673039984025328,gpt2,layer_count,3
T0/test/26,T0,0,7.3603339195251465,4.540999412536621,8.273175239562988,6.255374431610107,7.1740336418151855,15.291732654922594,gpt2,layer_count,3
T0/test/27,T0,0,7.807375907897949,5.222940444946289,8.72391414642334,5.985050201416016,6.682031631469727,15.646446118217332,gpt2,layer_count,3
T0/test/28,T0,0,7.807375907897949,5.222940444946289,8.723913192749023,5.985050201416016,6.682031631469727,15.646445586481724,gpt2,layer_count,3
T0/test/29,T0,0,7.140932559967041,4.641408920288086,8.222780227661133,5.5241570472717285,6.169057369232178,14.447258880893006,gpt2,layer_count,3
T0/test/3,T0,0,6.980387210845947,4.316053867340088,7.919447898864746,4.903999328613281,5.729836940765381,13.673039984025328,gpt2,layer_count,3
T0/test/4,T0,0,7.3603339195251465,4.540999412536621,8.273175239562988,6.255374431610107,7.1740336418151855,15.291732654922594,gpt2,layer_count,3
T0/test/5,T0,0,7.807375907897949,5.222940444946289,8.723913192749023,5.985050201416016,6.682031631469727,15.646445586481724,gpt2,layer_count,3
T0/test/6,T0,0,7.807375907897949,5.222940444946289,8.72391414642334,5.985050201416016,6.682031631469727,15.646446118217332,gpt2,layer_count,3
T0/test/7,T0,0,6.617949485778809,3.8611879348754883,7.5237345695495605,5.369019031524658,6.155455589294434,13.491797819802711,gpt2,layer_count,3
T0/test/8,T0,0,7.140932559967041,4.641408920288086,8.222780227661133,5.5241570472717285,6.169057369232178,14.447258880893006,gpt2,layer_count,3
T0/test/9,T0,0,6.621384620666504,3.5048305988311768,7.395963668823242,5.640259265899658,6.129411220550537,13.424196695111158,gpt2,layer_count,3
T1/test/0,T1,0,3.2985177040100098,1.2995623350143433,4.612796306610107,2.1917479038238525,2.1000959873199463,6.562098224074739,gpt2,layer_count,3
T1/test/1,T1,0,4.890336990356445,3.0687432289123535,6.973215579986572,4.838292598724365,3.978402614593506,11.00886365815686,gpt2,layer_count,3
