permutation,layer,mean_attention
258,min,0.01853517
258,nar,0.018527905
258,soc,0.018632378
258,mor,0.01838427
258,pos,0.018393299
259,min,0.018404884
259,nar,0.018528184
259,soc,0.0185537
259,mor,0.018313818
259,pos,0.018682662
260,min,0.018463144
260,nar,0.0187457
260,soc,0.018612875
260,mor,0.018389493
260,pos,0.01838552
261,min,0.018459747
261,nar,0.018723726
261,soc,0.018669585
261,mor,0.01831147
261,pos,0.018430796
262,min,0.018431382
262,nar,0.018454075
262,soc,0.018465294
262,mor,0.018312417
262,pos,0.018777933
263,min,0.018439425
263,nar,0.018237313
263,soc,0.018535325
263,mor,0.01864677
263,pos,0.01841064
264,min,0.018425474
264,nar,0.01836125
264,soc,0.018413024
264,mor,0.018592492
264,pos,0.018555807
265,min,0.018537743
265,nar,0.01840494
265,soc,0.018656556
265,mor,0.018496573
265,pos,0.018290903
266,min,0.018682351
266,nar,0.01870648
266,soc,0.018504415
266,mor,0.018226016
266,pos,0.01847841
267,min,0.01862119
267,nar,0.01883792
267,soc,0.018539479
267,mor,0.018320404
267,pos,0.018340306
268,min,0.018658297
268,nar,0.018436948
268,soc,0.018278446
268,mor,0.018532455
268,pos,0.018493732
269,min,0.018406514
269,nar,0.018165728
269,soc,0.01865622
269,mor,0.018349156
269,pos,0.018693464
270,min,0.018522475
270,nar,0.018414656
270,soc,0.018461585
270,mor,0.018294834
270,pos,0.018727537
271,min,0.018433537
271,nar,0.018428087
271,soc,0.01864309
271,mor,0.018314324
271,pos,0.01860694
272,min,0.018777834
272,nar,0.018675128
272,soc,0.018272476
272,mor,0.0184886
272,pos,0.018328207
273,min,0.018588526
273,nar,0.018509666
273,soc,0.018015308
273,mor,0.01885606
273,pos,0.018425643
274,min,0.018556783
274,nar,0.018409094
274,soc,0.018408434
274,mor,0.018569812
274,pos,0.018434504
275,min,0.018538985
275,nar,0.018196583
275,soc,0.018574834
275,mor,0.018493958
275,pos,0.018463667
276,min,0.018551022
276,nar,0.01837504
276,soc,0.018387036
276,mor,0.018431477
276,pos,0.018634353
277,min,0.018490791
277,nar,0.018820643
277,soc,0.018426819
277,mor,0.018451441
277,pos,0.018441012
278,min,0.018457502
278,nar,0.0182573
278,soc,0.018598344
278,mor,0.018556252
278,pos,0.018424425
279,min,0.018550847
279,nar,0.018672666
279,soc,0.018369023
279,mor,0.018563248
279,pos,0.018374393
280,min,0.01857181
280,nar,0.018203259
280,soc,0.018378386
280,mor,0.018670853
280,pos,0.018422263
281,min,0.018338492
281,nar,0.018486807
281,soc,0.018536193
281,mor,0.018543012
281,pos,0.018522356
282,min,0.018529909
282,nar,0.018460989
282,soc,0.018642392
282,mor,0.018358652
282,pos,0.018446505
283,min,0.01843524
283,nar,0.018790236
283,soc,0.018414404
283,mor,0.01841709
283,pos,0.01856127
284,min,0.018502729
284,nar,0.018838516
284,soc,0.018226981
284,mor,0.018418908
284,pos,0.018658433
285,min,0.018508408
285,nar,0.018825969
285,soc,0.018527571
285,mor,0.018196486
285,pos,0.018611738
286,min,0.018522799
286,nar,0.018592874
286,soc,0.018650344
286,mor,0.01830912
286,pos,0.018445747
287,min,0.018471887
287,nar,0.018415332
287,soc,0.018437888
287,mor,0.018562809
287,pos,0.018495275
288,min,0.018225322
288,nar,0.018257061
288,soc,0.018632581
288,mor,0.01849354
288,pos,0.018694142
289,min,0.018371085
289,nar,0.018506804
289,soc,0.018504176
289,mor,0.01855968
289,pos,0.018494163
290,min,0.018526163
290,nar,0.018569151
290,soc,0.018244777
290,mor,0.018418413
290,pos,0.018733213
291,min,0.018658208
291,nar,0.018863678
291,soc,0.018369053
291,mor,0.018242374
291,pos,0.018551853
292,min,0.018406374
292,nar,0.018674254
292,soc,0.018388655
292,mor,0.018559452
292,pos,0.018502891
293,min,0.018542767
293,nar,0.01882132
293,soc,0.018567638
293,mor,0.01840854
293,pos,0.018296957
294,min,0.018349776
294,nar,0.018698096
294,soc,0.018504445
294,mor,0.018517949
294,pos,0.018480914
295,min,0.018638436
295,nar,0.018452784
295,soc,0.01826873
295,mor,0.018603936
295,pos,0.018434832
296,min,0.01823571
296,nar,0.018555721
296,soc,0.018611908
296,mor,0.018450864
296,pos,0.018625204
297,min,0.018510034
297,nar,0.018681088
297,soc,0.018474707
297,mor,0.018302355
297,pos,0.018604074
298,min,0.018471437
298,nar,0.018444836
298,soc,0.018689444
298,mor,0.018589929
298,pos,0.01820053
299,min,0.018495755
299,nar,0.018191358
299,soc,0.018323978
299,mor,0.018481806
299,pos,0.01877388
300,min,0.01864515
300,nar,0.018435398
300,soc,0.018508384
300,mor,0.018445715
300,pos,0.018376738
301,min,0.018395172
301,nar,0.01879088
301,soc,0.018553307
301,mor,0.018187247
301,pos,0.018724833
302,min,0.01844808
302,nar,0.018210808
302,soc,0.018733213
302,mor,0.018438045
302,pos,0.018453998
303,min,0.018449137
303,nar,0.018322071
303,soc,0.018308597
303,mor,0.018592894
303,pos,0.018652903
304,min,0.018574791
304,nar,0.017828366
304,soc,0.018488811
304,mor,0.018559828
304,pos,0.01859641
305,min,0.018504202
305,nar,0.018159568
305,soc,0.018503563
305,mor,0.018713336
305,pos,0.018334866
306,min,0.018301377
306,nar,0.018282017
306,soc,0.018567553
306,mor,0.018593863
306,pos,0.018557766
307,min,0.018342678
307,nar,0.018838683
307,soc,0.018496582
307,mor,0.018430889
307,pos,0.01853512
308,min,0.018407037
308,nar,0.01855596
308,soc,0.01867362
308,mor,0.018442929
308,pos,0.01840113
309,min,0.018607328
309,nar,0.018136939
309,soc,0.018584983
309,mor,0.018276524
309,pos,0.018659234
310,min,0.018491033
310,nar,0.018514553
310,soc,0.018528564
310,mor,0.018321507
310,pos,0.018618703
311,min,0.01843917
311,nar,0.018453995
311,soc,0.018584099
311,mor,0.01845403
311,pos,0.01848953
312,min,0.018178012
312,nar,0.018300116
312,soc,0.018589599
312,mor,0.01860787
312,pos,0.01863532
313,min,0.018309304
313,nar,0.018560609
313,soc,0.018508332
313,mor,0.018649142
313,pos,0.018426487
314,min,0.018662022
314,nar,0.018639645
314,soc,0.018437061
314,mor,0.01840341
314,pos,0.018392
315,min,0.018223422
315,nar,0.01885418
315,soc,0.018477311
315,mor,0.018555284
315,pos,0.018524839
316,min,0.018533694
316,nar,0.01842014
316,soc,0.018365946
316,mor,0.018597879
316,pos,0.01846327
317,min,0.018808024
317,nar,0.018361589
317,soc,0.018314574
317,mor,0.018516
317,pos,0.01835898
318,min,0.018771188
318,nar,0.018304667
318,soc,0.018335368
318,mor,0.018408258
318,pos,0.018522551
319,min,0.018256174
319,nar,0.018539429
319,soc,0.018456211
319,mor,0.018658966
319,pos,0.018529585
320,min,0.018437488
320,nar,0.01856204
320,soc,0.018259184
320,mor,0.018734988
320,pos,0.018448727
321,min,0.018629292
321,nar,0.01849854
321,soc,0.0184669
321,mor,0.018431537
321,pos,0.018423226
322,min,0.018358486
322,nar,0.01822122
322,soc,0.018761681
322,mor,0.018546216
322,pos,0.018387036
323,min,0.018657003
323,nar,0.018485755
323,soc,0.018321557
323,mor,0.018593386
323,pos,0.018361364
324,min,0.018603036
324,nar,0.018139958
324,soc,0.018270979
324,mor,0.018673271
324,pos,0.018522812
325,min,0.01810922
325,nar,0.01857392
325,soc,0.018521031
325,mor,0.018610477
325,pos,0.018652353
326,min,0.018678797
326,nar,0.018161854
326,soc,0.018518176
326,mor,0.018538281
326,pos,0.018344743
327,min,0.018300781
327,nar,0.01832213
327,soc,0.018447263
327,mor,0.018562928
327,pos,0.018696815
328,min,0.018462589
328,nar,0.018443624
328,soc,0.018445369
328,mor,0.018599078
328,pos,0.018443516
329,min,0.01822205
329,nar,0.018448988
329,soc,0.018545747
329,mor,0.018658396
329,pos,0.018513586
330,min,0.018429706
330,nar,0.018290332
330,soc,0.018474238
330,mor,0.018468484
330,pos,0.018662479
331,min,0.018476788
331,nar,0.018794974
331,soc,0.018549893
331,mor,0.018390164
331,pos,0.018412974
332,min,0.018305583
332,nar,0.01856947
332,soc,0.018453598
332,mor,0.018584989
332,pos,0.018554462
333,min,0.018629942
333,nar,0.018460771
333,soc,0.018651247
333,mor,0.018521857
333,pos,0.01815119
334,min,0.01859605
334,nar,0.01833574
334,soc,0.018467572
334,mor,0.018516652
334,pos,0.018428292
335,min,0.018582761
335,nar,0.018512726
335,soc,0.018527525
335,mor,0.01849775
335,pos,0.018327376
336,min,0.01862669
336,nar,0.018413028
336,soc,0.018768702
336,mor,0.018328663
336,pos,0.018278241
337,min,0.01866124
337,nar,0.018468618
337,soc,0.018398693
337,mor,0.018392928
337,pos,0.01851643
338,min,0.018657317
338,nar,0.018708259
338,soc,0.018333104
338,mor,0.018502057
338,pos,0.01835852
339,min,0.018559108
339,nar,0.018696586
339,soc,0.018364528
339,mor,0.018578872
339,pos,0.018342521
340,min,0.01854682
340,nar,0.018245608
340,soc,0.01843541
340,mor,0.01866126
340,pos,0.018383043
341,min,0.01857715
341,nar,0.01847887
341,soc,0.018347783
341,mor,0.018365849
341,pos,0.018677983
342,min,0.018706147
342,nar,0.018804947
342,soc,0.018308137
342,mor,0.018560141
342,pos,0.018226836
343,min,0.018600533
343,nar,0.018564662
343,soc,0.018281672
343,mor,0.018485133
343,pos,0.01854762
344,min,0.01848578
344,nar,0.018587073
344,soc,0.018393073
344,mor,0.01861722
344,pos,0.018390408
345,min,0.018281367
345,nar,0.01844426
345,soc,0.018515954
345,mor,0.018687323
345,pos,0.018453032
346,min,0.018509248
346,nar,0.018465638
346,soc,0.0183951
346,mor,0.018479332
346,pos,0.018574545
347,min,0.018492231
347,nar,0.01821939
347,soc,0.018366251
347,mor,0.01862346
347,pos,0.018561227
348,min,0.018504104
348,nar,0.01879855
348,soc,0.01842772
348,mor,0.018572822
348,pos,0.018297544
349,min,0.018781593
349,nar,0.018069565
349,soc,0.018630965
349,mor,0.018442996
349,pos,0.018277606
350,min,0.018641558
350,nar,0.018303016
350,soc,0.018573403
350,mor,0.018467952
350,pos,0.018346634
351,min,0.018447008
351,nar,0.018604517
351,soc,0.01867737
351,mor,0.018248703
351,pos,0.018558571
352,min,0.018448982
352,nar,0.018790552
352,soc,0.018427134
352,mor,0.018400043
352,pos,0.018554142
353,min,0.018446837
353,nar,0.018316248
353,soc,0.018420974
353,mor,0.018671602
353,pos,0.01845537
354,min,0.018553564
354,nar,0.018096983
354,soc,0.018487232
354,mor,0.018558294
354,pos,0.01850585
355,min,0.018352628
355,nar,0.018084446
355,soc,0.018589607
355,mor,0.01852246
355,pos,0.018650737
356,min,0.018259654
356,nar,0.018748125
356,soc,0.018635916
356,mor,0.018417276
356,pos,0.01853318
357,min,0.018435398
357,nar,0.01850005
357,soc,0.018566404
357,mor,0.018473737
357,pos,0.018468738
358,min,0.018487837
358,nar,0.018677711
358,soc,0.018520739
358,mor,0.018337294
358,pos,0.018541757
359,min,0.01834662
359,nar,0.01858612
359,soc,0.018342717
359,mor,0.01858624
359,pos,0.01861574
360,min,0.018524677
360,nar,0.018385688
360,soc,0.018600805
360,mor,0.018474117
360,pos,0.018393636
361,min,0.018734455
361,nar,0.01812611
361,soc,0.018566128
361,mor,0.018531188
361,pos,0.018264558
362,min,0.01839745
362,nar,0.018397013
362,soc,0.018630581
362,mor,0.018535715
362,pos,0.018415835
363,min,0.018371454
363,nar,0.018716058
363,soc,0.01833232
363,mor,0.018503767
363,pos,0.018639872
364,min,0.018430633
364,nar,0.01875027
364,soc,0.018402236
364,mor,0.018351633
364,pos,0.01866998
365,min,0.01869304
365,nar,0.018711686
365,soc,0.018469188
365,mor,0.018410675
365,pos,0.018289682
366,min,0.018541114
366,nar,0.018505007
366,soc,0.018324008
366,mor,0.018671319
366,pos,0.018377483
367,min,0.018618021
367,nar,0.018234551
367,soc,0.018645117
367,mor,0.018117838
367,pos,0.018727928
368,min,0.018591467
368,nar,0.018201211
368,soc,0.018478513
368,mor,0.018628895
368,pos,0.018351307
369,min,0.018527457
369,nar,0.018760988
369,soc,0.018249912
369,mor,0.018557347
369,pos,0.018485785
370,min,0.018401206
370,nar,0.01869444
370,soc,0.01867379
370,mor,0.01825001
370,pos,0.01856792
371,min,0.01827893
371,nar,0.01856339
371,soc,0.018503709
371,mor,0.018667474
371,pos,0.01843934
372,min,0.018506488
372,nar,0.018721739
372,soc,0.018408205
372,mor,0.018347926
372,pos,0.01860462
373,min,0.018598659
373,nar,0.01829503
373,soc,0.01852912
373,mor,0.0184936
373,pos,0.018407924
374,min,0.018421719
374,nar,0.018823424
374,soc,0.018428471
374,mor,0.018485554
374,pos,0.018468257
375,min,0.01808949
375,nar,0.01818516
375,soc,0.018595198
375,mor,0.01862128
375,pos,0.018752184
376,min,0.018420313
376,nar,0.018631538
376,soc,0.018338194
376,mor,0.01875022
376,pos,0.018339697
377,min,0.018513067
377,nar,0.01833266
377,soc,0.018406997
377,mor,0.018520992
377,pos,0.018568208
378,min,0.018484524
378,nar,0.018823424
378,soc,0.018284274
378,mor,0.018328793
378,pos,0.018728802
379,min,0.01829814
379,nar,0.018607358
379,soc,0.018412402
379,mor,0.018584713
379,pos,0.018587176
380,min,0.01842073
380,nar,0.018546453
380,soc,0.018443253
380,mor,0.018628716
380,pos,0.01840955
381,min,0.018478291
381,nar,0.01870679
381,soc,0.01863362
381,mor,0.01824966
381,pos,0.01852611
382,min,0.018342495
382,nar,0.018163323
382,soc,0.018682616
382,mor,0.018529128
382,pos,0.018526435
383,min,0.018392053
383,nar,0.018380722
383,soc,0.018654006
383,mor,0.018266078
383,pos,0.018712947
384,min,0.018496769
384,nar,0.018758973
384,soc,0.018389354
384,mor,0.018604066
384,pos,0.018324504
385,min,0.018377675
385,nar,0.01832652
385,soc,0.018517384
385,mor,0.018514223
385,pos,0.01860358
386,min,0.01842629
386,nar,0.018645009
386,soc,0.018374119
386,mor,0.018560845
386,pos,0.018508451
387,min,0.018546496
387,nar,0.01878655
387,soc,0.018495798
387,mor,0.018462092
387,pos,0.018318769
388,min,0.018505676
388,nar,0.018480182
388,soc,0.01828547
388,mor,0.018628422
388,pos,0.018511126
389,min,0.018449863
389,nar,0.018847346
389,soc,0.018656204
389,mor,0.018461071
389,pos,0.018230107
390,min,0.018476794
390,nar,0.01870346
390,soc,0.018431911
390,mor,0.018478598
390,pos,0.018469105
391,min,0.018575797
391,nar,0.018437186
391,soc,0.018311841
391,mor,0.01868495
391,pos,0.018368457
392,min,0.01827394
392,nar,0.018527647
392,soc,0.018581135
392,mor,0.018468693
392,pos,0.0186094
393,min,0.018453564
393,nar,0.018752813
393,soc,0.018576618
393,mor,0.018451579
393,pos,0.018357353
394,min,0.018374115
394,nar,0.018533787
394,soc,0.018698318
394,mor,0.018430226
394,pos,0.018433375
395,min,0.018561125
395,nar,0.018514236
395,soc,0.01861454
395,mor,0.01823081
395,pos,0.018566426
396,min,0.018546531
396,nar,0.018054387
396,soc,0.018220684
396,mor,0.01868166
396,pos,0.018656697
397,min,0.018206004
397,nar,0.018701157
397,soc,0.018716862
397,mor,0.018508382
397,pos,0.018421888
398,min,0.018572059
398,nar,0.018361012
398,soc,0.018273039
398,mor,0.018632542
398,pos,0.018503537
399,min,0.018513236
399,nar,0.018559655
399,soc,0.018448558
399,mor,0.018488687
399,pos,0.018466115
400,min,0.018430863
400,nar,0.018407902
400,soc,0.018385658
400,mor,0.018552225
400,pos,0.018603811
401,min,0.018585103
401,nar,0.018577734
401,soc,0.018254207
401,mor,0.018544406
401,pos,0.01851717
402,min,0.018411186
402,nar,0.01830542
402,soc,0.018381374
402,mor,0.018493682
402,pos,0.018738598
403,min,0.01852773
403,nar,0.01875185
403,soc,0.018604431
403,mor,0.018380016
403,pos,0.018337574
404,min,0.018423745
404,nar,0.018647512
404,soc,0.018510375
404,mor,0.018562041
404,pos,0.018372301
405,min,0.018503424
405,nar,0.01850442
405,soc,0.018576553
405,mor,0.01862602
405,pos,0.018214652
406,min,0.018346565
406,nar,0.018752018
406,soc,0.018563112
406,mor,0.018461868
406,pos,0.01846644
407,min,0.018240426
407,nar,0.018489162
407,soc,0.01856416
407,mor,0.018449977
407,pos,0.018697772
408,min,0.018559268
408,nar,0.018819332
408,soc,0.018532243
408,mor,0.018488914
408,pos,0.018224848
409,min,0.01856729
409,nar,0.018472752
409,soc,0.01857585
409,mor,0.0184891
409,pos,0.01832154
410,min,0.018228736
410,nar,0.01850901
410,soc,0.018390426
410,mor,0.018725526
410,pos,0.01855978
411,min,0.018660937
411,nar,0.018440604
411,soc,0.018451627
411,mor,0.018606752
411,pos,0.018231435
412,min,0.01842372
412,nar,0.0186855
412,soc,0.01872081
412,mor,0.018488668
412,pos,0.018229468
413,min,0.018776294
413,nar,0.018274227
413,soc,0.018265018
413,mor,0.018468104
413,pos,0.018532446
414,min,0.01849685
414,nar,0.01857392
414,soc,0.018493345
414,mor,0.0183274
414,pos,0.018615928
415,min,0.018515501
415,nar,0.018367866
415,soc,0.018631319
415,mor,0.01844494
415,pos,0.01841328
416,min,0.018563109
416,nar,0.018678615
416,soc,0.01829597
416,mor,0.018629357
416,pos,0.018357081
417,min,0.018544555
417,nar,0.018361012
417,soc,0.018272148
417,mor,0.018437333
417,pos,0.018755028
418,min,0.018714223
418,nar,0.018167397
418,soc,0.018534048
418,mor,0.018598687
418,pos,0.018222034
419,min,0.01843937
419,nar,0.018607775
419,soc,0.018487057
419,mor,0.01846888
419,pos,0.018503496
420,min,0.018438462
420,nar,0.018735925
420,soc,0.018234339
420,mor,0.018764794
420,pos,0.018364012
421,min,0.018549409
421,nar,0.018156925
421,soc,0.018603249
421,mor,0.018470757
421,pos,0.01846834
422,min,0.018419027
422,nar,0.0183703
422,soc,0.018464753
422,mor,0.018547922
422,pos,0.018557582
423,min,0.018496726
423,nar,0.018608173
423,soc,0.018712278
423,mor,0.018494636
423,pos,0.018191312
424,min,0.018670354
424,nar,0.018156439
424,soc,0.01851981
424,mor,0.018511377
424,pos,0.018384619
425,min,0.018471373
425,nar,0.018428564
425,soc,0.01873127
425,mor,0.018406391
425,pos,0.0183755
426,min,0.01858799
426,nar,0.01865677
426,soc,0.01833335
426,mor,0.018438112
426,pos,0.018522749
427,min,0.018402908
427,nar,0.018633127
427,soc,0.018458417
427,mor,0.018536195
427,pos,0.018480798
428,min,0.018521538
428,nar,0.018842846
428,soc,0.018389063
428,mor,0.018452391
428,pos,0.01843742
429,min,0.018421365
429,nar,0.01844438
429,soc,0.01845536
429,mor,0.018612146
429,pos,0.01845949
430,min,0.018489642
430,nar,0.018514236
430,soc,0.018644346
430,mor,0.018426068
430,pos,0.01838495
431,min,0.01840669
431,nar,0.018731466
431,soc,0.018552115
431,mor,0.0184374
431,pos,0.018454084
432,min,0.01855077
432,nar,0.018756071
432,soc,0.018284632
432,mor,0.018282332
432,pos,0.018744161
433,min,0.018454118
433,nar,0.018271605
433,soc,0.018459026
433,mor,0.018639535
433,pos,0.018465817
434,min,0.01840817
434,nar,0.018371314
434,soc,0.018609967
434,mor,0.01858738
434,pos,0.018377695
435,min,0.018358946
435,nar,0.018788567
435,soc,0.018697994
435,mor,0.018367827
435,pos,0.01841099
436,min,0.018689292
436,nar,0.018477082
436,soc,0.018666914
436,mor,0.018290613
436,pos,0.018333461
437,min,0.018504305
437,nar,0.018843055
437,soc,0.018425537
437,mor,0.018395662
437,pos,0.018482924
438,min,0.018449988
438,nar,0.01821804
438,soc,0.018511087
438,mor,0.018476553
438,pos,0.018627107
439,min,0.018458102
439,nar,0.01832652
439,soc,0.018306911
439,mor,0.018646177
439,pos,0.01858282
440,min,0.01854791
440,nar,0.018698096
440,soc,0.018231826
440,mor,0.018509764
440,pos,0.018564751
441,min,0.018678172
441,nar,0.018475771
441,soc,0.018322613
441,mor,0.0184246
441,pos,0.018536316
442,min,0.018134246
442,nar,0.018757025
442,soc,0.01875065
442,mor,0.018648077
442,pos,0.018276265
443,min,0.01855072
443,nar,0.018541774
443,soc,0.018627388
443,mor,0.018271465
443,pos,0.018505719
444,min,0.018471684
444,nar,0.018419227
444,soc,0.01849809
444,mor,0.018489923
444,pos,0.018516907
445,min,0.018333938
445,nar,0.018860618
445,soc,0.01865596
445,mor,0.018439688
445,pos,0.018365026
446,min,0.018676486
446,nar,0.018140694
446,soc,0.018501146
446,mor,0.01874597
446,pos,0.018135795
447,min,0.018351095
447,nar,0.018615305
447,soc,0.018384924
447,mor,0.01862986
447,pos,0.018506696
448,min,0.018411586
448,nar,0.018524647
448,soc,0.01871712
448,mor,0.018165812
448,pos,0.018683208
449,min,0.01850253
449,nar,0.018305222
449,soc,0.018409397
449,mor,0.018431574
449,pos,0.018690297
450,min,0.018556165
450,nar,0.018428564
450,soc,0.018757105
450,mor,0.018273748
450,pos,0.018416464
451,min,0.018617779
451,nar,0.018650254
451,soc,0.01826488
451,mor,0.018530987
451,pos,0.018458078
452,min,0.018455317
452,nar,0.018812338
452,soc,0.018415987
452,mor,0.018471196
452,pos,0.0184683
453,min,0.018577099
453,nar,0.018810987
453,soc,0.018375099
453,mor,0.018243495
453,pos,0.018648217
454,min,0.018776378
454,nar,0.01844438
454,soc,0.018111212
454,mor,0.018569715
454,pos,0.018497119
455,min,0.018625055
455,nar,0.018505713
455,soc,0.018515293
455,mor,0.01860249
455,pos,0.018180618
456,min,0.018183678
456,nar,0.018704256
456,soc,0.018609097
456,mor,0.018547773
456,pos,0.018505633
457,min,0.018665735
457,nar,0.018489758
457,soc,0.018393133
457,mor,0.018454917
457,pos,0.01843759
458,min,0.018412355
458,nar,0.018676043
458,soc,0.01867606
458,mor,0.01843027
458,pos,0.018356374
459,min,0.01844361
459,nar,0.018183568
459,soc,0.018629415
459,mor,0.018327475
459,pos,0.018700305
460,min,0.018715212
460,nar,0.018375793
460,soc,0.018383188
460,mor,0.018497448
460,pos,0.018398294
461,min,0.018572416
461,nar,0.018628558
461,soc,0.018545356
461,mor,0.018324904
461,pos,0.018467788
462,min,0.018208291
462,nar,0.018217662
462,soc,0.018586705
462,mor,0.018803399
462,pos,0.018419812
463,min,0.018615292
463,nar,0.018499175
463,soc,0.018369274
463,mor,0.018293776
463,pos,0.018692017
464,min,0.018457131
464,nar,0.018884897
464,soc,0.018607259
464,mor,0.018454682
464,pos,0.018262992
465,min,0.018452393
465,nar,0.01873529
465,soc,0.018370679
465,mor,0.018611945
465,pos,0.018388698
466,min,0.018563608
466,nar,0.018785238
466,soc,0.01840571
466,mor,0.018528052
466,pos,0.018316925
467,min,0.01867451
467,nar,0.018591523
467,soc,0.018460622
467,mor,0.018383708
467,pos,0.018399093
468,min,0.018369317
468,nar,0.018426618
468,soc,0.01821999
468,mor,0.018642925
468,pos,0.018719345
469,min,0.01835393
469,nar,0.018867612
469,soc,0.018285897
469,mor,0.01861979
469,pos,0.018506268
470,min,0.018173983
470,nar,0.018752614
470,soc,0.018507037
470,mor,0.018466529
470,pos,0.018689513
471,min,0.018367039
471,nar,0.018539151
471,soc,0.018632326
471,mor,0.018576875
471,pos,0.018336544
472,min,0.018344786
472,nar,0.018017313
472,soc,0.018556744
472,mor,0.018753633
472,pos,0.018456016
473,min,0.0185608
473,nar,0.018659344
473,soc,0.018427024
473,mor,0.018503338
473,pos,0.018380616
474,min,0.01859183
474,nar,0.01880765
474,soc,0.018325457
474,mor,0.018389992
474,pos,0.018517133
475,min,0.018341247
475,nar,0.018588424
475,soc,0.018300788
475,mor,0.018463165
475,pos,0.018802712
476,min,0.018354118
476,nar,0.01880765
476,soc,0.0184959
476,mor,0.018529952
476,pos,0.018424448
477,min,0.018401692
477,nar,0.018856118
477,soc,0.018508911
477,mor,0.018446036
477,pos,0.018438995
478,min,0.018321965
478,nar,0.018560806
478,soc,0.018641671
478,mor,0.018611796
478,pos,0.01832308
479,min,0.018516371
479,nar,0.018367708
479,soc,0.018367598
479,mor,0.018608283
479,pos,0.018489523
480,min,0.01850663
480,nar,0.018665114
480,soc,0.018277327
480,mor,0.018687189
480,pos,0.018371897
481,min,0.018431574
481,nar,0.018444717
481,soc,0.01859
481,mor,0.018443868
481,pos,0.018506816
482,min,0.018323822
482,nar,0.01819694
482,soc,0.01858936
482,mor,0.01835056
482,pos,0.018828034
483,min,0.018456234
483,nar,0.018557707
483,soc,0.018616268
483,mor,0.018308222
483,pos,0.018562486
484,min,0.018667119
484,nar,0.018184563
484,soc,0.018466542
484,mor,0.018386219
484,pos,0.018572109
485,min,0.01864028
485,nar,0.018063327
485,soc,0.018461104
485,mor,0.018691301
485,pos,0.018307677
486,min,0.01866448
486,nar,0.018814167
486,soc,0.01826377
486,mor,0.018510148
486,pos,0.018366056
487,min,0.018366149
487,nar,0.018780828
487,soc,0.018438926
487,mor,0.01853415
487,pos,0.018476086
488,min,0.018363548
488,nar,0.018817982
488,soc,0.018495688
488,mor,0.018327743
488,pos,0.018641898
489,min,0.018258568
489,nar,0.01838263
489,soc,0.018533358
489,mor,0.01856061
489,pos,0.018629653
490,min,0.018309703
490,nar,0.01839014
490,soc,0.018579165
490,mor,0.018533036
490,pos,0.018561006
491,min,0.018449476
491,nar,0.018450221
491,soc,0.018653234
491,mor,0.01837486
491,pos,0.018502185
492,min,0.018608375
492,nar,0.018763224
492,soc,0.018400958
492,mor,0.018397722
492,pos,0.01843529
493,min,0.018143458
493,nar,0.01846675
493,soc,0.01857886
493,mor,0.018733334
493,pos,0.018465808
494,min,0.01848547
494,nar,0.018267035
494,soc,0.01832315
494,mor,0.018691014
494,pos,0.018513467
495,min,0.018407226
495,nar,0.018558582
495,soc,0.0185719
495,mor,0.018480591
495,pos,0.018458495
496,min,0.018637227
496,nar,0.018202027
496,soc,0.018339574
496,mor,0.018518344
496,pos,0.018570483
497,min,0.018484175
497,nar,0.018553456
497,soc,0.018540574
497,mor,0.018405229
497,pos,0.018501196
498,min,0.018429806
498,nar,0.018525044
498,soc,0.018516421
498,mor,0.018431984
498,pos,0.018561317
499,min,0.018444521
499,nar,0.018526375
499,soc,0.018511176
499,mor,0.018536534
499,pos,0.018431792
500,min,0.018633412
500,nar,0.018289685
500,soc,0.018470015
500,mor,0.018472455
500,pos,0.018458733
501,min,0.018511673
501,nar,0.018650651
501,soc,0.018646445
501,mor,0.018514127
501,pos,0.018201718
502,min,0.018453065
502,nar,0.018798828
502,soc,0.018457165
502,mor,0.018478602
502,pos,0.0184267
503,min,0.018529905
503,nar,0.018882593
503,soc,0.0183794
503,mor,0.018420652
503,pos,0.018457958
504,min,0.018236097
504,nar,0.018554768
504,soc,0.018461118
504,mor,0.018592462
504,pos,0.01861419
505,min,0.01830708
505,nar,0.018584171
505,soc,0.018612484
505,mor,0.018612362
505,pos,0.018356493
506,min,0.018607719
506,nar,0.018552223
506,soc,0.018350244
506,mor,0.018632509
506,pos,0.018308762
507,min,0.018601043
507,nar,0.018606186
507,soc,0.018210782
507,mor,0.018557996
507,pos,0.018516932
508,min,0.01874125
508,nar,0.01847311
508,soc,0.01828988
508,mor,0.018455852
508,pos,0.018471394
509,min,0.018629296
509,nar,0.018560806
509,soc,0.01837584
509,mor,0.018283915
509,pos,0.018656304
510,min,0.018355813
510,nar,0.018806407
510,soc,0.01839258
510,mor,0.018569529
510,pos,0.018481374
511,min,0.018571189
511,nar,0.018334249
511,soc,0.018422756
511,mor,0.018609036
511,pos,0.018393023
512,min,0.018514935
512,nar,0.018627128
512,soc,0.018557863
512,mor,0.018428378
512,pos,0.018395117
513,min,0.018574867
513,nar,0.018805861
513,soc,0.018416958
513,mor,0.018418945
513,pos,0.01841027
514,min,0.018147783
514,nar,0.018484076
514,soc,0.018550191
514,mor,0.018417843
514,pos,0.01884329
515,min,0.01850095
515,nar,0.018532196
515,soc,0.018529223
515,mor,0.018280916
515,pos,0.018646955
516,min,0.01849505
516,nar,0.018847346
516,soc,0.018523958
516,mor,0.018349208
516,pos,0.018445011
