permutation,layer,mean_attention
517,min,0.018520078
517,nar,0.017980495
517,soc,0.018496096
517,mor,0.018546887
517,pos,0.01859343
518,min,0.01834579
518,nar,0.018446842
518,soc,0.018447688
518,mor,0.018553708
518,pos,0.018608468
519,min,0.018401172
519,nar,0.01867652
519,soc,0.018217938
519,mor,0.018633958
519,pos,0.01859269
520,min,0.01867698
520,nar,0.018548608
520,soc,0.018643988
520,mor,0.018172033
520,pos,0.018473566
521,min,0.018473795
521,nar,0.018517932
521,soc,0.01868401
521,mor,0.018229023
521,pos,0.018584745
522,min,0.018519789
522,nar,0.018664518
522,soc,0.018201053
522,mor,0.018603161
522,pos,0.018531296
523,min,0.018438986
523,nar,0.0184443
523,soc,0.01864859
523,mor,0.018405389
523,pos,0.018484967
524,min,0.01854458
524,nar,0.018267632
524,soc,0.018547425
524,mor,0.018486436
524,pos,0.018463628
525,min,0.018469403
525,nar,0.018465877
525,soc,0.018542435
525,mor,0.018314265
525,pos,0.018655602
526,min,0.018713968
526,nar,0.018508473
526,soc,0.018327978
526,mor,0.018368635
526,pos,0.0185451
527,min,0.018105617
527,nar,0.018426538
527,soc,0.018617047
527,mor,0.018543534
527,pos,0.018699612
528,min,0.01842876
528,nar,0.018600583
528,soc,0.018589037
528,mor,0.01845276
528,pos,0.01843363
529,min,0.018637227
529,nar,0.018482924
529,soc,0.018422408
529,mor,0.018443212
529,pos,0.01845313
530,min,0.018738082
530,nar,0.018248975
530,soc,0.01838444
530,mor,0.018464707
530,pos,0.01846594
531,min,0.018682566
531,nar,0.018772364
531,soc,0.018163877
531,mor,0.0183407
531,pos,0.018659433
532,min,0.01857446
532,nar,0.018632174
532,soc,0.018724386
532,mor,0.018351324
532,pos,0.01825497
533,min,0.018369053
533,nar,0.018465063
533,soc,0.018289039
533,mor,0.018666744
533,pos,0.018606862
534,min,0.018493805
534,nar,0.018631896
534,soc,0.018557893
534,mor,0.01836954
534,pos,0.018481417
535,min,0.018500771
535,nar,0.018635273
535,soc,0.018392371
535,mor,0.018466085
535,pos,0.01852819
536,min,0.018683407
536,nar,0.018571565
536,soc,0.018319027
536,mor,0.018508479
536,pos,0.018397748
537,min,0.018262336
537,nar,0.018533507
537,soc,0.018366167
537,mor,0.018690929
537,pos,0.01857948
538,min,0.018421156
538,nar,0.018219909
538,soc,0.018648552
538,mor,0.018468976
538,pos,0.018526332
539,min,0.01858202
539,nar,0.018413356
539,soc,0.018563628
539,mor,0.018298693
539,pos,0.018562095
540,min,0.018535962
540,nar,0.018323839
540,soc,0.018618176
540,mor,0.018232554
540,pos,0.018667558
541,min,0.018302338
541,nar,0.0184473
541,soc,0.018333538
541,mor,0.018570386
541,pos,0.018746814
542,min,0.018446257
542,nar,0.018209675
542,soc,0.018711938
542,mor,0.01861605
542,pos,0.018274145
543,min,0.018522331
543,nar,0.01824049
543,soc,0.018488543
543,mor,0.018349651
543,pos,0.018712716
544,min,0.018405471
544,nar,0.018245777
544,soc,0.018649936
544,mor,0.018633869
544,pos,0.018341098
545,min,0.018509315
545,nar,0.018692056
545,soc,0.018060615
545,mor,0.018625349
545,pos,0.018645048
546,min,0.018254552
546,nar,0.018863758
546,soc,0.018673675
546,mor,0.018544719
546,pos,0.018305315
547,min,0.018553657
547,nar,0.018295905
547,soc,0.0184076
547,mor,0.018464487
547,pos,0.018607344
548,min,0.018317342
548,nar,0.018819848
548,soc,0.01864377
548,mor,0.018417884
548,pos,0.018436203
549,min,0.01841815
549,nar,0.018872896
549,soc,0.018492064
549,mor,0.018429779
549,pos,0.01845077
550,min,0.018257622
550,nar,0.01868999
550,soc,0.018516907
550,mor,0.01874268
550,pos,0.018307243
551,min,0.018405233
551,nar,0.018487772
551,soc,0.018422186
551,mor,0.018467642
551,pos,0.018655347
552,min,0.018523965
552,nar,0.018313507
552,soc,0.01838071
552,mor,0.018630542
552,pos,0.018466605
553,min,0.018576264
553,nar,0.018407902
553,soc,0.018528614
553,mor,0.01843274
553,pos,0.018452005
554,min,0.01863764
554,nar,0.018317541
554,soc,0.018248174
554,mor,0.01847687
554,pos,0.018659363
555,min,0.018680487
555,nar,0.018405119
555,soc,0.018504253
555,mor,0.01839928
555,pos,0.018411577
556,min,0.018243989
556,nar,0.018468618
556,soc,0.018723829
556,mor,0.018525898
556,pos,0.018456578
557,min,0.018435428
557,nar,0.018057168
557,soc,0.018292248
557,mor,0.018676564
557,pos,0.018700868
558,min,0.018521633
558,nar,0.018950144
558,soc,0.018484099
558,mor,0.01821259
558,pos,0.018570364
559,min,0.018515792
559,nar,0.018248558
559,soc,0.01831649
559,mor,0.018511336
559,pos,0.01870307
560,min,0.018653499
560,nar,0.018527985
560,soc,0.018362565
560,mor,0.018565193
560,pos,0.018337982
561,min,0.018621245
561,nar,0.018743435
561,soc,0.018442485
561,mor,0.018324599
561,pos,0.018472943
562,min,0.018310564
562,nar,0.018728495
562,soc,0.018571261
562,mor,0.01837913
562,pos,0.01859893
563,min,0.018527916
563,nar,0.018402219
563,soc,0.018583765
563,mor,0.018530902
563,pos,0.018335452
564,min,0.018560018
564,nar,0.018515429
564,soc,0.018509964
564,mor,0.018455222
564,pos,0.018415127
565,min,0.01828896
565,nar,0.018000782
565,soc,0.018678967
565,mor,0.01854375
565,pos,0.018636568
566,min,0.018441042
566,nar,0.018606901
566,soc,0.018586908
566,mor,0.018307187
566,pos,0.018587139
567,min,0.018500026
567,nar,0.018236557
567,soc,0.018484652
567,mor,0.018441364
567,pos,0.018635783
568,min,0.018769141
568,nar,0.018482467
568,soc,0.01848461
568,mor,0.018391907
568,pos,0.018317845
569,min,0.018473404
569,nar,0.018900156
569,soc,0.018687384
569,mor,0.01827199
569,pos,0.018368844
570,min,0.018376622
570,nar,0.018815279
570,soc,0.018377956
570,mor,0.018437639
570,pos,0.018622117
571,min,0.018618325
571,nar,0.018483937
571,soc,0.018417716
571,mor,0.018457979
571,pos,0.018459413
572,min,0.018440554
572,nar,0.018361012
572,soc,0.01858149
572,mor,0.018549286
572,pos,0.018421743
573,min,0.01857907
573,nar,0.018428763
573,soc,0.018484542
573,mor,0.018457137
573,pos,0.01845645
574,min,0.018333027
574,nar,0.018374136
574,soc,0.01865135
574,mor,0.018299289
574,pos,0.018739495
575,min,0.018421667
575,nar,0.01811405
575,soc,0.018582685
575,mor,0.018554837
575,pos,0.018538931
576,min,0.018502338
576,nar,0.018675527
576,soc,0.018316507
576,mor,0.018394098
576,pos,0.018667506
577,min,0.018332353
577,nar,0.018764168
577,soc,0.01852015
577,mor,0.018563986
577,pos,0.0184017
578,min,0.018641809
578,nar,0.018790087
578,soc,0.018682053
578,mor,0.018306427
578,pos,0.018213587
579,min,0.018500099
579,nar,0.018580675
579,soc,0.01866129
579,mor,0.018570453
579,pos,0.018164065
580,min,0.0183131
580,nar,0.018271843
580,soc,0.018612253
580,mor,0.018654302
580,pos,0.018436627
581,min,0.018298617
581,nar,0.018368006
581,soc,0.018530846
581,mor,0.018609807
581,pos,0.018542157
582,min,0.018810442
582,nar,0.018597463
582,soc,0.018315116
582,mor,0.018515423
582,pos,0.018255591
583,min,0.01845611
583,nar,0.018501123
583,soc,0.018767
583,mor,0.018581603
583,pos,0.018123696
584,min,0.018362463
584,nar,0.01856184
584,soc,0.018551962
584,mor,0.018649694
584,pos,0.018328538
585,min,0.01829034
585,nar,0.018246332
585,soc,0.01828736
585,mor,0.018703148
585,pos,0.01873939
586,min,0.01845614
586,nar,0.018049916
586,soc,0.018480947
586,mor,0.018539108
586,pos,0.018651655
587,min,0.018213173
587,nar,0.019015154
587,soc,0.018398574
587,mor,0.018556736
587,pos,0.018543174
588,min,0.018617097
588,nar,0.018501977
588,soc,0.01841862
588,mor,0.018352635
588,pos,0.0185724
589,min,0.018579172
589,nar,0.018801609
589,soc,0.018613746
589,mor,0.018287033
589,pos,0.018361757
590,min,0.018553128
590,nar,0.018553495
590,soc,0.018518465
590,mor,0.018454079
590,pos,0.018398507
591,min,0.018487195
591,nar,0.018867454
591,soc,0.018430412
591,mor,0.018681899
591,pos,0.018157575
592,min,0.018631283
592,nar,0.018514374
592,soc,0.018403113
592,mor,0.018429115
592,pos,0.018481
593,min,0.018624783
593,nar,0.018566092
593,soc,0.018514918
593,mor,0.01833181
593,pos,0.018464735
594,min,0.018456936
594,nar,0.018210232
594,soc,0.01843151
594,mor,0.018620476
594,pos,0.018538598
595,min,0.018534482
595,nar,0.018512884
595,soc,0.018371549
595,mor,0.018386476
595,pos,0.018658737
596,min,0.0184724
596,nar,0.018502355
596,soc,0.018500963
596,mor,0.018385135
596,pos,0.01859745
597,min,0.018285036
597,nar,0.018000921
597,soc,0.01876332
597,mor,0.018411975
597,pos,0.01870668
598,min,0.018560367
598,nar,0.018524647
598,soc,0.018490348
598,mor,0.018503442
598,pos,0.018375333
599,min,0.018613338
599,nar,0.01828154
599,soc,0.018661788
599,mor,0.018306628
599,pos,0.018480042
600,min,0.018511023
600,nar,0.018514315
600,soc,0.01860997
600,mor,0.01842267
600,pos,0.018401792
601,min,0.018301249
601,nar,0.018581232
601,soc,0.018630829
601,mor,0.018545158
601,pos,0.018422047
602,min,0.01853558
602,nar,0.018142262
602,soc,0.018613828
602,mor,0.018375985
602,pos,0.018586185
603,min,0.01835675
603,nar,0.018489638
603,soc,0.018496633
603,mor,0.018476687
603,pos,0.018618247
604,min,0.018584592
604,nar,0.018595735
604,soc,0.018424604
604,mor,0.018512737
604,pos,0.018375764
605,min,0.018301537
605,nar,0.018527905
605,soc,0.018430164
605,mor,0.018557355
605,pos,0.018631335
606,min,0.018605743
606,nar,0.018558582
606,soc,0.018479122
606,mor,0.018281527
606,pos,0.018580258
607,min,0.018549694
607,nar,0.01833111
607,soc,0.018612674
607,mor,0.018280141
607,pos,0.018601825
608,min,0.018357294
608,nar,0.018590927
608,soc,0.018366065
608,mor,0.018627513
608,pos,0.018532488
609,min,0.018392205
609,nar,0.018884897
609,soc,0.018525396
609,mor,0.018363219
609,pos,0.01851431
610,min,0.018700736
610,nar,0.01844724
610,soc,0.018328445
610,mor,0.018480904
610,pos,0.0184558
611,min,0.018224495
611,nar,0.018452963
611,soc,0.018735256
611,mor,0.01855278
611,pos,0.018440634
612,min,0.018416742
612,nar,0.018683115
612,soc,0.018298013
612,mor,0.018520132
612,pos,0.018624306
613,min,0.018617013
613,nar,0.018557826
613,soc,0.018709064
613,mor,0.018164337
613,pos,0.018473301
614,min,0.018237216
614,nar,0.01866746
614,soc,0.018676434
614,mor,0.018624451
614,pos,0.018312898
615,min,0.018369785
615,nar,0.01865987
615,soc,0.01859704
615,mor,0.018253855
615,pos,0.018686512
616,min,0.018673297
616,nar,0.01832982
616,soc,0.018450754
616,mor,0.018417403
616,pos,0.018483827
617,min,0.018492332
617,nar,0.018599192
617,soc,0.018478526
617,mor,0.018499449
617,pos,0.018427806
618,min,0.018619081
618,nar,0.018517932
618,soc,0.018307762
618,mor,0.018453598
618,pos,0.018559048
619,min,0.018510398
619,nar,0.018517217
619,soc,0.01856098
619,mor,0.018563256
619,pos,0.018289497
620,min,0.018554926
620,nar,0.018743038
620,soc,0.01831311
620,mor,0.018495582
620,pos,0.0184734
621,min,0.018660655
621,nar,0.018576184
621,soc,0.018478854
621,mor,0.018476628
621,pos,0.018295096
622,min,0.018513884
622,nar,0.018599948
622,soc,0.01846623
622,mor,0.018435061
622,pos,0.018491814
623,min,0.018350312
623,nar,0.018631538
623,soc,0.018581122
623,mor,0.018420078
623,pos,0.018544078
624,min,0.018367508
624,nar,0.018536925
624,soc,0.018251223
624,mor,0.01863844
624,pos,0.018647773
625,min,0.018274996
625,nar,0.018707355
625,soc,0.018740041
625,mor,0.018546369
625,pos,0.018283648
626,min,0.018393269
626,nar,0.01835545
626,soc,0.018576652
626,mor,0.018385954
626,pos,0.018662913
627,min,0.018760204
627,nar,0.018643817
627,soc,0.018141482
627,mor,0.018497303
627,pos,0.018480305
628,min,0.018354138
628,nar,0.018490156
628,soc,0.018320458
628,mor,0.018623754
628,pos,0.018628733
629,min,0.018846491
629,nar,0.01788495
629,soc,0.018424144
629,mor,0.01853399
629,pos,0.018394658
630,min,0.018598488
630,nar,0.018610716
630,soc,0.018425414
630,mor,0.018517446
630,pos,0.018349256
631,min,0.018478615
631,nar,0.018404404
631,soc,0.018591817
631,mor,0.018503122
631,pos,0.018407514
632,min,0.018571496
632,nar,0.018553326
632,soc,0.018529262
632,mor,0.018403597
632,pos,0.018427107
633,min,0.018293457
633,nar,0.018687924
633,soc,0.018510014
633,mor,0.018720597
633,pos,0.018304424
634,min,0.018535426
634,nar,0.018409649
634,soc,0.018403808
634,mor,0.018446423
634,pos,0.018601265
635,min,0.018514352
635,nar,0.018516699
635,soc,0.018443396
635,mor,0.018517282
635,pos,0.01845589
636,min,0.018490102
636,nar,0.018436948
636,soc,0.01853633
636,mor,0.018614221
636,pos,0.018310597
637,min,0.01850141
637,nar,0.01831738
637,soc,0.01847764
637,mor,0.018604375
637,pos,0.018420475
638,min,0.01849152
638,nar,0.018772999
638,soc,0.018398404
638,mor,0.018403396
638,pos,0.018544028
639,min,0.018571628
639,nar,0.018316248
639,soc,0.018419836
639,mor,0.01857543
639,pos,0.018441627
640,min,0.018810187
640,nar,0.018713027
640,soc,0.018277373
640,mor,0.018467233
640,pos,0.018299136
641,min,0.018426044
641,nar,0.018357595
641,soc,0.018608987
641,mor,0.018436603
641,pos,0.018538998
642,min,0.018343763
642,nar,0.018490156
642,soc,0.01846281
642,mor,0.01864031
642,pos,0.018477837
643,min,0.018464549
643,nar,0.018693805
643,soc,0.018451009
643,mor,0.018442955
643,pos,0.018507123
644,min,0.018366907
644,nar,0.01847128
644,soc,0.018613985
644,mor,0.018339362
644,pos,0.018655548
645,min,0.018475814
645,nar,0.018586278
645,soc,0.01828768
645,mor,0.01870361
645,pos,0.018407378
646,min,0.01824442
646,nar,0.018846035
646,soc,0.018520385
646,mor,0.018600903
646,pos,0.018412123
647,min,0.018748194
647,nar,0.018423399
647,soc,0.01826099
647,mor,0.018554911
647,pos,0.018401435
648,min,0.018427448
648,nar,0.018069247
648,soc,0.018543432
648,mor,0.018690031
648,pos,0.018437097
649,min,0.018514752
649,nar,0.018612662
649,soc,0.018523319
649,mor,0.018578138
649,pos,0.01826489
650,min,0.018062873
650,nar,0.018585086
650,soc,0.01863529
650,mor,0.01842735
650,pos,0.018788947
651,min,0.018393973
651,nar,0.018853346
651,soc,0.018284772
651,mor,0.018710375
651,pos,0.01836994
652,min,0.018402776
652,nar,0.01817882
652,soc,0.018467529
652,mor,0.01857318
652,pos,0.018624255
653,min,0.018457536
653,nar,0.018161913
653,soc,0.018378241
653,mor,0.018530339
653,pos,0.01871499
654,min,0.018374732
654,nar,0.018786827
654,soc,0.018361356
654,mor,0.018555459
654,pos,0.01851815
655,min,0.018310772
655,nar,0.01833874
655,soc,0.018483331
655,mor,0.01854673
655,pos,0.018662145
656,min,0.018644307
656,nar,0.01820457
656,soc,0.018636277
656,mor,0.018315706
656,pos,0.018497195
657,min,0.018414864
657,nar,0.018384835
657,soc,0.018684672
657,mor,0.018390879
657,pos,0.018515076
658,min,0.018302457
658,nar,0.018694758
658,soc,0.018572032
658,mor,0.018646877
658,pos,0.018314729
659,min,0.018584933
659,nar,0.018484911
659,soc,0.018745508
659,mor,0.018409558
659,pos,0.018219935
660,min,0.01829259
660,nar,0.018123904
660,soc,0.018766006
660,mor,0.01857435
660,pos,0.018458162
661,min,0.018577542
661,nar,0.018560806
661,soc,0.018373337
661,mor,0.018530637
661,pos,0.018428594
662,min,0.018343253
662,nar,0.01843834
662,soc,0.01865634
662,mor,0.018457301
662,pos,0.01851618
663,min,0.018698689
663,nar,0.018414756
663,soc,0.018244956
663,mor,0.018514052
663,pos,0.018517375
664,min,0.018614037
664,nar,0.018683186
664,soc,0.018487802
664,mor,0.0184692
664,pos,0.018295398
665,min,0.018429806
665,nar,0.018593868
665,soc,0.01828591
665,mor,0.018472143
665,pos,0.018716438
666,min,0.018522143
666,nar,0.018436352
666,soc,0.01864082
666,mor,0.01843401
666,pos,0.018380275
667,min,0.018591864
667,nar,0.018643817
667,soc,0.018455353
667,mor,0.018653587
667,pos,0.018156167
668,min,0.018636597
668,nar,0.0184985
668,soc,0.018490603
668,mor,0.01840026
668,pos,0.018427977
669,min,0.018293321
669,nar,0.018601894
669,soc,0.018427942
669,mor,0.018575218
669,pos,0.01858965
670,min,0.018575191
670,nar,0.018719634
670,soc,0.018303718
670,mor,0.018482942
670,pos,0.018487003
671,min,0.018621912
671,nar,0.018324414
671,soc,0.018588284
671,mor,0.018389016
671,pos,0.018432438
672,min,0.01855777
672,nar,0.018277725
672,soc,0.018368572
672,mor,0.018565796
672,pos,0.01853427
673,min,0.018304987
673,nar,0.018515905
673,soc,0.018603954
673,mor,0.018529985
673,pos,0.01849052
674,min,0.018481622
674,nar,0.018229196
674,soc,0.018503835
674,mor,0.018544972
674,pos,0.01851975
675,min,0.018330293
675,nar,0.018853346
675,soc,0.018406179
675,mor,0.018412694
675,pos,0.018652419
676,min,0.018237982
676,nar,0.01839141
676,soc,0.018737873
676,mor,0.018623903
676,pos,0.018369624
677,min,0.018142829
677,nar,0.018679181
677,soc,0.01855241
677,mor,0.018672869
677,pos,0.018470952
678,min,0.018340502
678,nar,0.01887699
678,soc,0.01855516
678,mor,0.018301055
678,pos,0.018610682
679,min,0.018193228
679,nar,0.018707752
679,soc,0.018502507
679,mor,0.018565238
679,pos,0.018581215
680,min,0.018613849
680,nar,0.018587073
680,soc,0.01836592
680,mor,0.018458463
680,pos,0.01847093
681,min,0.01842601
681,nar,0.018157363
681,soc,0.018613653
681,mor,0.018700507
681,pos,0.018318577
682,min,0.018389693
682,nar,0.0187457
682,soc,0.018665075
682,mor,0.018300712
682,pos,0.018508235
683,min,0.01840962
683,nar,0.01838263
683,soc,0.018638292
683,mor,0.01838173
683,pos,0.018578103
684,min,0.018292828
684,nar,0.01870656
684,soc,0.018442763
684,mor,0.018650755
684,pos,0.018444138
685,min,0.01837385
685,nar,0.018218955
685,soc,0.018437538
685,mor,0.018527232
685,pos,0.018718481
686,min,0.018487278
686,nar,0.01856645
686,soc,0.018499425
686,mor,0.018551432
686,pos,0.018366585
687,min,0.018662278
687,nar,0.018505454
687,soc,0.018461764
687,mor,0.018527582
687,pos,0.018282643
688,min,0.01835072
688,nar,0.018716374
688,soc,0.01863568
688,mor,0.018481757
688,pos,0.01838226
689,min,0.018251648
689,nar,0.018438578
689,soc,0.01855238
689,mor,0.018526837
689,pos,0.01863217
690,min,0.018549029
690,nar,0.018460393
690,soc,0.01821185
690,mor,0.018564723
690,pos,0.01862267
691,min,0.018211732
691,nar,0.018391589
691,soc,0.018438578
691,mor,0.018767163
691,pos,0.018531369
692,min,0.018470211
692,nar,0.018526196
692,soc,0.018504908
692,mor,0.01851698
692,pos,0.018434793
693,min,0.018405411
693,nar,0.018542528
693,soc,0.01852316
693,mor,0.018627018
693,pos,0.018348584
694,min,0.018376956
694,nar,0.01884099
694,soc,0.01816283
694,mor,0.018715512
694,pos,0.018508324
695,min,0.018402832
695,nar,0.018843094
695,soc,0.018548502
695,mor,0.018402502
695,pos,0.018453598
696,min,0.01850617
696,nar,0.01846528
696,soc,0.018704925
696,mor,0.018468846
696,pos,0.018279936
697,min,0.018634958
697,nar,0.018486142
697,soc,0.01854217
697,mor,0.018411748
697,pos,0.018370215
698,min,0.01849533
698,nar,0.018314442
698,soc,0.01842614
698,mor,0.01868458
698,pos,0.01838765
699,min,0.018573621
699,nar,0.018175205
699,soc,0.018364098
699,mor,0.018557481
699,pos,0.018576333
700,min,0.018677387
700,nar,0.018188944
700,soc,0.018556893
700,mor,0.018363759
700,pos,0.018495278
701,min,0.01848483
701,nar,0.018436313
701,soc,0.018451856
701,mor,0.018410176
701,pos,0.018633809
702,min,0.018519929
702,nar,0.018359384
702,soc,0.018624607
702,mor,0.018371075
702,pos,0.018503616
703,min,0.018777248
703,nar,0.018337807
703,soc,0.01841144
703,mor,0.01848767
703,pos,0.018335462
704,min,0.018421812
704,nar,0.018446764
704,soc,0.018756231
704,mor,0.018255018
704,pos,0.018565297
705,min,0.018360171
705,nar,0.01883475
705,soc,0.018342419
705,mor,0.018499695
705,pos,0.01859484
706,min,0.018405573
706,nar,0.018441835
706,soc,0.01858692
706,mor,0.018376216
706,pos,0.018614445
707,min,0.01849204
707,nar,0.018699566
707,soc,0.018646887
707,mor,0.01812429
707,pos,0.018645475
708,min,0.018527286
708,nar,0.018507281
708,soc,0.018391559
708,mor,0.018554945
708,pos,0.018455787
709,min,0.018564472
709,nar,0.018167734
709,soc,0.018508127
709,mor,0.018504452
709,pos,0.018505258
710,min,0.018546853
710,nar,0.018294156
710,soc,0.018613696
710,mor,0.018535133
710,pos,0.018328061
711,min,0.018619487
711,nar,0.01849393
711,soc,0.018567499
711,mor,0.018394016
711,pos,0.018377287
712,min,0.018639514
712,nar,0.018588463
712,soc,0.018284926
712,mor,0.018275239
712,pos,0.018735064
713,min,0.018629031
713,nar,0.018479973
713,soc,0.018285224
713,mor,0.018550538
713,pos,0.018477116
714,min,0.01837395
714,nar,0.01866746
714,soc,0.01841509
714,mor,0.018682942
714,pos,0.018370662
715,min,0.018495781
715,nar,0.018784443
715,soc,0.018518567
715,mor,0.018311437
715,pos,0.018519793
716,min,0.018258426
716,nar,0.018645963
716,soc,0.018625872
716,mor,0.018444147
716,pos,0.018557522
717,min,0.018539326
717,nar,0.018472513
717,soc,0.018529842
717,mor,0.018194538
717,pos,0.018732259
718,min,0.018303404
718,nar,0.018926859
718,soc,0.0185232
718,mor,0.018373512
718,pos,0.018575562
719,min,0.01854309
719,nar,0.018684855
719,soc,0.018464847
719,mor,0.018133052
719,pos,0.018772755
720,min,0.018539948
720,nar,0.01817439
720,soc,0.018513964
720,mor,0.01856117
720,pos,0.01845627
721,min,0.018459098
721,nar,0.01870493
721,soc,0.018651396
721,mor,0.01835218
721,pos,0.01841116
722,min,0.018534383
722,nar,0.018782338
722,soc,0.01836178
722,mor,0.01848808
722,pos,0.018437002
723,min,0.018454144
723,nar,0.018474618
723,soc,0.018603938
723,mor,0.018251896
723,pos,0.01867689
724,min,0.01838679
724,nar,0.018879334
724,soc,0.01845322
724,mor,0.018370345
724,pos,0.018586142
725,min,0.01862806
725,nar,0.018769572
725,soc,0.018276129
725,mor,0.01864241
725,pos,0.018258069
726,min,0.018437114
726,nar,0.018633127
726,soc,0.018520977
726,mor,0.018396031
726,pos,0.018544223
727,min,0.018415878
727,nar,0.018503398
727,soc,0.0183861
727,mor,0.018405855
727,pos,0.018744707
728,min,0.018423157
728,nar,0.018215576
728,soc,0.018268611
728,mor,0.018751636
728,pos,0.01858309
729,min,0.018412152
729,nar,0.01838386
729,soc,0.018563356
729,mor,0.018261068
729,pos,0.018787878
730,min,0.018597186
730,nar,0.018344363
730,soc,0.018371072
730,mor,0.018545121
730,pos,0.018487424
731,min,0.01864476
731,nar,0.018903732
731,soc,0.018243322
731,mor,0.018302955
731,pos,0.018604632
732,min,0.018418755
732,nar,0.018291742
732,soc,0.018506
732,mor,0.018431827
732,pos,0.018682957
733,min,0.0183349
733,nar,0.018385509
733,soc,0.018663814
733,mor,0.018599104
733,pos,0.018377636
734,min,0.018548297
734,nar,0.018155316
734,soc,0.018692562
734,mor,0.018548787
734,pos,0.018291652
735,min,0.018634984
735,nar,0.018618107
735,soc,0.018647876
735,mor,0.018312238
735,pos,0.018321654
736,min,0.018470708
736,nar,0.018553773
736,soc,0.018594963
736,mor,0.018653117
736,pos,0.018176837
737,min,0.018229494
737,nar,0.01858004
737,soc,0.018510053
737,mor,0.018613309
737,pos,0.018537203
738,min,0.018336177
738,nar,0.018676043
738,soc,0.018648496
738,mor,0.018296365
738,pos,0.01861315
739,min,0.018542392
739,nar,0.018167952
739,soc,0.018466575
739,mor,0.01849987
739,pos,0.018574033
740,min,0.018475771
740,nar,0.01891152
740,soc,0.018440664
740,mor,0.018390816
740,pos,0.018472526
741,min,0.01839702
741,nar,0.01870962
741,soc,0.018405845
741,mor,0.018448219
741,pos,0.01860702
742,min,0.01847371
742,nar,0.018533865
742,soc,0.018541839
742,mor,0.018637966
742,pos,0.018252807
743,min,0.018443823
743,nar,0.018851757
743,soc,0.018403688
743,mor,0.01845251
743,pos,0.018496556
744,min,0.0184396
744,nar,0.018442184
744,soc,0.018482659
744,mor,0.018487342
744,pos,0.018557532
745,min,0.018446386
745,nar,0.018369755
745,soc,0.018647773
745,mor,0.018612485
745,pos,0.018273652
746,min,0.018389275
746,nar,0.018342385
746,soc,0.018538842
746,mor,0.018373996
746,pos,0.018723981
747,min,0.01859547
747,nar,0.018752614
747,soc,0.018671785
747,mor,0.018172935
747,pos,0.018438816
748,min,0.018308742
748,nar,0.018435717
748,soc,0.018599719
748,mor,0.018456206
748,pos,0.018609686
749,min,0.018727008
749,nar,0.01821371
749,soc,0.018428283
749,mor,0.018548138
749,pos,0.018352935
750,min,0.018323617
750,nar,0.018426359
750,soc,0.01843168
750,mor,0.01857908
750,pos,0.018626431
751,min,0.018310895
751,nar,0.018654188
751,soc,0.018480178
751,mor,0.01832465
751,pos,0.018783791
752,min,0.018746022
752,nar,0.01859641
752,soc,0.018539906
752,mor,0.01841493
752,pos,0.018210521
753,min,0.018315027
753,nar,0.018550634
753,soc,0.018566923
753,mor,0.018522453
753,pos,0.018511236
754,min,0.018515442
754,nar,0.01874272
754,soc,0.018419733
754,mor,0.018381368
754,pos,0.018536925
755,min,0.018547568
755,nar,0.018462697
755,soc,0.018436756
755,mor,0.018417716
755,pos,0.018566247
756,min,0.018527398
756,nar,0.018404523
756,soc,0.018390093
756,mor,0.018347569
756,pos,0.01873818
757,min,0.018454032
757,nar,0.018728057
757,soc,0.018498898
757,mor,0.018581104
757,pos,0.018297186
758,min,0.018475626
758,nar,0.018638015
758,soc,0.018682685
758,mor,0.01852037
758,pos,0.018199805
759,min,0.018148972
759,nar,0.018711368
759,soc,0.018592034
759,mor,0.018429823
759,pos,0.018689156
760,min,0.018438425
760,nar,0.018701782
760,soc,0.018749187
760,mor,0.018327042
760,pos,0.018364122
761,min,0.018584099
761,nar,0.018631577
761,soc,0.018552031
761,mor,0.018479418
761,pos,0.018271549
762,min,0.01857492
762,nar,0.018804988
762,soc,0.018526683
762,mor,0.018408697
762,pos,0.018312583
763,min,0.018551162
763,nar,0.018419325
763,soc,0.018455783
763,mor,0.018616155
763,pos,0.018335428
764,min,0.018262642
764,nar,0.018515786
764,soc,0.01844367
764,mor,0.018440068
764,pos,0.018795963
765,min,0.01827694
765,nar,0.018753728
765,soc,0.018602984
765,mor,0.01847905
765,pos,0.018475827
766,min,0.018635597
766,nar,0.018447438
766,soc,0.018205514
766,mor,0.018627722
766,pos,0.018475993
767,min,0.018358422
767,nar,0.018527508
767,soc,0.018505795
767,mor,0.01867108
767,pos,0.018369019
768,min,0.018223329
768,nar,0.01816392
768,soc,0.01861507
768,mor,0.018714547
768,pos,0.018500984
769,min,0.018334925
769,nar,0.01879414
769,soc,0.018214097
769,mor,0.018525422
769,pos,0.018736409
770,min,0.018319283
770,nar,0.01816859
770,soc,0.01852922
770,mor,0.018557217
770,pos,0.018668685
771,min,0.01847836
771,nar,0.018294951
771,soc,0.018527593
771,mor,0.01826379
771,pos,0.018792424
772,min,0.018415501
772,nar,0.018309316
772,soc,0.018423004
772,mor,0.018695228
772,pos,0.018460644
773,min,0.018327951
773,nar,0.01871554
773,soc,0.018368125
773,mor,0.018552259
773,pos,0.01859237
774,min,0.018369112
774,nar,0.018615007
774,soc,0.018550634
774,mor,0.018426273
774,pos,0.01855577
775,min,0.018272774
775,nar,0.018512568
775,soc,0.018595407
775,mor,0.018514302
775,pos,0.018550634
