conversation_id,scenario,layer,curvature_min,curvature_nar,curvature_soc,curvature_mor,curvature_pos,curvature_total
T1/test/26,T1,0,20.82682991027832,14.091828346252441,20.75306510925293,21.874799728393555,20.795740127563477,44.42967310583412
T1/test/27,T1,0,18.858667373657227,11.822792053222656,18.78977394104004,19.95186424255371,18.82603645324707,40.0122467138707
T1/test/28,T1,0,18.858667373657227,11.822793006896973,18.78977394104004,19.95186424255371,18.826038360595703,40.0122478930824
T1/test/29,T1,0,20.493864059448242,13.740625381469727,20.428295135498047,21.551294326782227,20.464094161987305,43.69617751170377
T1/test/3,T1,0,19.166645050048828,12.244379043579102,19.096277236938477,20.266874313354492,19.141258239746094,40.73189004185014
T1/test/4,T1,0,20.82682991027832,14.091828346252441,20.753063201904297,21.874799728393555,20.795740127563477,44.42967221491311
T1/test/5,T1,0,18.858667373657227,11.822793006896973,18.78977394104004,19.95186424255371,18.826038360595703,40.0122478930824
T1/test/6,T1,0,18.858667373657227,11.822792053222656,18.78977394104004,19.95186424255371,18.826038360595703,40.01224761129134
T1/test/7,T1,0,19.240070343017578,12.313961029052734,19.164907455444336,20.324119567871094,19.207046508789062,40.87894436754632
T1/test/8,T1,0,20.493864059448242,13.740625381469727,20.428295135498047,21.551294326782227,20.464094161987305,43.69617751170377
T1/test/9,T1,0,18.159744262695312,10.976268768310547,18.07309341430664,19.27098274230957,18.131860733032227,38.432104324632135
T2/test/0,T2,0,18.817100524902344,11.76045036315918,18.7451229095459,19.88616180419922,18.798669815063477,39.90764984211879
T2/test/1,T2,0,20.722206115722656,13.971478462219238,20.64958381652832,21.764629364013672,20.690052032470703,44.190436668783995
T2/test/10,T2,0,19.5010986328125,12.629109382629395,19.430294036865234,20.577608108520508,19.482669830322266,41.47693283295353
T2/test/11,T2,0,18.656282424926758,11.576207160949707,18.61208724975586,19.766826629638672,18.6499080657959,39.58562546952126
T2/test/12,T2,0,18.817100524902344,11.76045036315918,18.7451229095459,19.88616180419922,18.798669815063477,39.90764984211879
T2/test/13,T2,0,18.897876739501953,11.844152450561523,18.819509506225586,19.974336624145508,18.861894607543945,40.07908210462463
T2/test/14,T2,0,18.817100524902344,11.76045036315918,18.7451229095459,19.88616180419922,18.798669815063477,39.90764984211879
T2/test/15,T2,0,18.817100524902344,11.76045036315918,18.7451229095459,19.88616180419922,18.798669815063477,39.90764984211879
T2/test/16,T2,0,19.5010986328125,12.629109382629395,19.430294036865234,20.577608108520508,19.4826717376709,41.47693372887911
T2/test/17,T2,0,18.656282424926758,11.576207160949707,18.61208724975586,19.766826629638672,18.6499080657959,39.58562546952126
T2/test/18,T2,0,20.722206115722656,13.971478462219238,20.64958381652832,21.764629364013672,20.690052032470703,44.190436668783995
T2/test/19,T2,0,18.910070419311523,11.927921295166016,18.856624603271484,20.002208709716797,18.904438018798828,40.16098219901222
T2/test/2,T2,0,20.722206115722656,13.971478462219238,20.64958381652832,21.764629364013672,20.690052032470703,44.190436668783995
T2/test/20,T2,0,19.5010986328125,12.629110336303711,19.430294036865234,20.577608108520508,19.4826717376709,41.47693401925876
T2/test/21,T2,0,18.897876739501953,11.84415340423584,18.819509506225586,19.97433853149414,18.861892700195312,40.079082439394845
T2/test/22,T2,0,18.656282424926758,11.576207160949707,18.61208724975586,19.766826629638672,18.6499080657959,39.58562546952126
T2/test/23,T2,0,20.722206115722656,13.971478462219238,20.64958381652832,21.764629364013672,20.690052032470703,44.190436668783995
T2/test/24,T2,0,20.722206115722656,13.971478462219238,20.64958381652832,21.764629364013672,20.690052032470703,44.190436668783995
T2/test/25,T2,0,18.910070419311523,11.927921295166016,18.856624603271484,20.002208709716797,18.904438018798828,40.16098219901222
T2/test/26,T2,0,19.5010986328125,12.629110336303711,19.430294036865234,20.577608108520508,19.4826717376709,41.47693401925876
T2/test/27,T2,0,18.817100524902344,11.76045036315918,18.7451229095459,19.88616180419922,18.798669815063477,39.90764984211879
T2/test/28,T2,0,18.817100524902344,11.76045036315918,18.7451229095459,19.88616180419922,18.798669815063477,39.90764984211879
T2/test/29,T2,0,18.897876739501953,11.84415340423584,18.819509506225586,19.97433853149414,18.861892700195312,40.079082439394845
T2/test/3,T2,0,18.910070419311523,11.927921295166016,18.856624603271484,20.002208709716797,18.904438018798828,40.16098219901222
T2/test/4,T2,0,19.5010986328125,12.629109382629395,19.430294036865234,20.577608108520508,19.4826717376709,41.47693372887911
T2/test/5,T2,0,18.817100524902344,11.76045036315918,18.7451229095459,19.88616180419922,18.798669815063477,39.90764984211879
T2/test/6,T2,0,18.817100524902344,11.76045036315918,18.7451229095459,19.88616180419922,18.798669815063477,39.90764984211879
T2/test/7,T2,0,20.722206115722656,13.971479415893555,20.64958381652832,21.764629364013672,20.690052032470703,44.19043697030264
T2/test/8,T2,0,18.897876739501953,11.844152450561523,18.819509506225586,19.97433853149414,18.861894607543945,40.07908305519593
T2/test/9,T2,0,18.656282424926758,11.576207160949707,18.61208724975586,19.766826629638672,18.6499080657959,39.58562546952126
T3/test/0,T3,0,18.50784683227539,11.420372009277344,18.449209213256836,19.60757827758789,18.495637893676758,39.24136030768455
T3/test/1,T3,0,19.70273208618164,12.85773754119873,19.63498306274414,20.784170150756836,19.67520523071289,41.930264200678906
T3/test/10,T3,0,20.089967727661133,13.242097854614258,20.012451171875,21.150041580200195,20.06405258178711,42.770885256740264
T3/test/11,T3,0,18.899559020996094,11.868334770202637,18.827823638916016,19.985172271728516,18.873220443725586,40.10166087622766
T3/test/12,T3,0,18.50784683227539,11.420372009277344,18.449209213256836,19.60757827758789,18.495637893676758,39.24136030768455
T3/test/13,T3,0,18.500925064086914,11.423266410827637,18.45416259765625,19.600454330444336,18.49567413330078,39.237725883459696
T3/test/14,T3,0,18.50784683227539,11.420372009277344,18.449209213256836,19.60757827758789,18.495637893676758,39.24136030768455
T3/test/15,T3,0,18.50784683227539,11.420372009277344,18.449209213256836,19.60757827758789,18.495637893676758,39.24136030768455
T3/test/16,T3,0,20.089967727661133,13.242097854614258,20.012451171875,21.150039672851562,20.06405258178711,42.770884313563585
T3/test/17,T3,0,18.899559020996094,11.868334770202637,18.827823638916016,19.985172271728516,18.873220443725586,40.10166087622766
T3/test/18,T3,0,19.70273208618164,12.857736587524414,19.63498306274414,20.784170150756836,19.675207138061523,41.93026480323614
T3/test/19,T3,0,20.063791275024414,13.24477481842041,19.99281120300293,21.130414962768555,20.029077529907227,42.72412273312533
T3/test/2,T3,0,19.70273208618164,12.857736587524414,19.63498306274414,20.784170150756836,19.67520523071289,41.930263908238736
T3/test/20,T3,0,20.089967727661133,13.242097854614258,20.012451171875,21.150039672851562,20.06405258178711,42.770884313563585
T3/test/21,T3,0,18.500925064086914,11.423267364501953,18.45416259765625,19.600452423095703,18.49567413330078,39.23772520832317
T3/test/22,T3,0,18.899559020996094,11.868334770202637,18.827823638916016,19.985172271728516,18.873220443725586,40.10166087622766
T3/test/23,T3,0,19.70273208618164,12.857736587524414,19.63498306274414,20.784170150756836,19.67520523071289,41.930263908238736
T3/test/24,T3,0,19.70273208618164,12.85773754119873,19.63498306274414,20.784170150756836,19.67520523071289,41.930264200678906
T3/test/25,T3,0,20.063791275024414,13.244773864746094,19.99281120300293,21.130414962768555,20.029077529907227,42.72412243747968
T3/test/26,T3,0,20.089967727661133,13.242097854614258,20.012451171875,21.150039672851562,20.06405258178711,42.770884313563585
T3/test/27,T3,0,18.50784683227539,11.420372009277344,18.449209213256836,19.60757827758789,18.495637893676758,39.24136030768455
T3/test/28,T3,0,18.50784683227539,11.420372009277344,18.449209213256836,19.60757827758789,18.495637893676758,39.24136030768455
T3/test/29,T3,0,18.500925064086914,11.423267364501953,18.45416259765625,19.600452423095703,18.49567413330078,39.23772520832317
T3/test/3,T3,0,20.063791275024414,13.24477481842041,19.99281120300293,21.130414962768555,20.029077529907227,42.72412273312533
T3/test/4,T3,0,20.089967727661133,13.242097854614258,20.012451171875,21.150039672851562,20.06405258178711,42.770884313563585
T3/test/5,T3,0,18.50784683227539,11.420372009277344,18.449209213256836,19.60757827758789,18.495637893676758,39.24136030768455
T3/test/6,T3,0,18.50784683227539,11.420372009277344,18.449209213256836,19.60757827758789,18.495637893676758,39.24136030768455
T3/test/7,T3,0,19.70273208618164,12.857736587524414,19.63498306274414,20.784170150756836,19.67520523071289,41.930263908238736
T3/test/8,T3,0,18.500925064086914,11.423266410827637,18.45416259765625,19.600454330444336,18.49567413330078,39.237725883459696
T3/test/9,T3,0,18.899559020996094,11.868334770202637,18.827823638916016,19.985172271728516,18.873220443725586,40.10166087622766
T4/test/0,T4,0,19.883384704589844,13.015642166137695,19.817670822143555,20.95194435119629,19.8564453125,42.3173533868368
